"",station,X,Y
1435,OMV.CDF,-4.376,-6.237
1436,OMV.CDG,1.9,-6.666
1437,OMV.CDH,1.779,-5.669
1438,OMV.CDI,6.262,3.523
1439,OMV.CDJ,-6.905,0.09
1440,OMV.CDK,2.256,5.632
1441,OMV.CDL,-9.344,-4.509
1442,OMV.CDM,1.59,-2.78
1443,OMV.CDN,-1.092,1.564
1444,OMV.CDO,-3.802,2.218
1445,OMV.CDP,0.994,1.736
1446,OMV.CDQ,0.561,-4.981
1447,OMV.CDR,-2.56,-0.358
1448,OMV.CDS,0.011,1.615
1449,OMV.CDT,-6.232,2.475
1450,OMV.CDU,-6.201,-0.551
1451,OMV.CDV,-0.292,-1.681
1452,OMV.CDW,1.611,1.608
1453,OMV.CDX,4.526,1.063
1454,OMV.CDY,6.527,4.758
1455,OMV.CDZ,1.557,-4.627
1456,OMV.CEA,4.529,-1.486
1457,OMV.CEB,-6.355,-4.629
1458,OMV.CEC,0.569,4.996
1459,OMV.CED,-2.467,-2.959
1460,OMV.CEE,2.559,4.759
1461,OMV.CEF,2.112,-1.927
1462,OMV.CEG,-3.545,-0.015
1463,OMV.CEH,-4.028,-2.512
1464,OMV.CEI,1.936,-4.138
1465,OMV.CEJ,0.087,3.424
1466,OMV.CEK,-1.314,-2.242
1467,OMV.CEL,5.898,-1.129
1468,OMV.CEM,-2.956,0.104
1469,OMV.CEN,6.922,0.589
1470,OMV.CEO,1.722,-6.562
1471,OMV.CEP,2.985,-0.816
1472,OMV.CEQ,-7.437,-5.619
1473,OMV.CER,-0.247,0.377
1474,OMV.CES,0.837,-4.887
1475,OMV.CET,5.183,5.309
1476,OMV.CEU,4.457,-1.212
1477,OMV.CEV,-3.238,3.973
1478,OMV.CEW,-3.127,-5.352
1479,OMV.CEX,-3.688,-1.551
1480,OMV.CEY,5.261,5.035
1481,OMV.CEZ,3.218,-5.584
1482,OMV.CFA,-3.514,-1.423
1483,OMV.CFB,-2.955,-2.675
1484,OMV.CFC,2.847,-0.272
1485,OMV.CFD,2.319,4.668
1486,OMV.CFE,-1.283,-4.112
1487,OMV.CFF,-1.834,-5.44
1488,OMV.CFG,-4.256,4.566
1489,OMV.CFH,-5.459,-2.604
1490,OMV.CFI,-7.419,-0.074
1491,OMV.CFJ,0.169,3.839
1492,OMV.CFK,-6.919,1.718
1493,OMV.CFL,2.692,-4.581
1494,OMV.CFM,-4.294,0.19
1495,OMV.CFN,0.485,-0.746
1496,OMV.CFO,-3.485,4.348
1497,OMV.CFP,-7.114,-4.65
1498,OMV.CFQ,-5.181,2.558
1499,OMV.CFR,6.028,0.416
1500,OMV.CFS,4.496,5.496
1501,OMV.CFT,-0.154,-1.049
1502,OMV.CFU,-1.348,-6.396
1503,OMV.CFV,2.911,-4.013
1504,OMV.CFW,6.988,2.862
1505,OMV.CFX,-2.785,3.941
1506,OMV.CFY,5.169,-0.239
1507,OMV.CFZ,7.229,3.189
1508,OMV.CGA,-3.493,-2.133
1509,OMV.CGB,6.509,3.608
1510,OMV.CGC,-2.356,2.533
1511,OMV.CGD,4.037,-1.43
1512,OMV.CGE,-6.007,0.03
1513,OMV.CGF,2.46,-4.9
1514,OMV.CGG,1.971,-3.466
1515,OMV.CGH,-3.391,-1.265
1516,OMV.CGI,-2.523,-6.632
1517,OMV.CGJ,0.638,-6.854
1518,OMV.CGK,-5.38,-6.351
1519,OMV.CGL,-0.968,3.113
1520,OMV.CGM,0.145,0.613
1521,OMV.CGN,0.096,-5.381
1522,OMV.CGO,-0.493,3.529
1523,OMV.CGP,-1.733,1.705
1524,OMV.CGQ,-1.379,3.584
1525,OMV.CGR,-0.014,2.785
1526,OMV.CGS,-8.853,-2.485
1527,OMV.CGT,2.071,1.339
1528,OMV.CGU,4.622,4.714
1529,OMV.CGV,3.307,-1.467
1530,OMV.CGW,-3.564,-0.954
1531,OMV.CGX,4.015,0.435
1532,OMV.CGY,-1.491,0.637
1533,OMV.CGZ,-5.084,-0.276
1534,OMV.CHA,2.257,-4.099
1535,OMV.CHB,-7.207,-1.586
1536,OMV.CHC,0.799,3.242
1537,OMV.CHD,4.544,-0.569
1538,OMV.CHE,-2.055,3.052
1539,OMV.CHF,-2.747,-1.407
1540,OMV.CHG,-6.667,-4.678
1541,OMV.CHH,-8.123,-0.822
1542,OMV.CHI,-3.646,-2.272
1543,OMV.CHJ,0.7,3.988
1544,OMV.CHK,-8.552,-4.738
1545,OMV.CHL,2.153,2.913
1546,OMV.CHM,5.269,-0.761
1547,OMV.CHN,-0.044,5.121
1548,OMV.CHO,-6.077,-5.254
1549,OMV.CHP,6.242,5.156
1550,OMV.CHQ,-0.192,0.808
1551,OMV.CHR,-9.633,-3.415
1552,OMV.CHS,-4.663,-5.383
1553,OMV.CHT,-7.973,-5.306
1554,OMV.CHU,-2.682,2.954
1555,OMV.CHV,3.771,-2.665
1556,OMV.CHW,-3.693,0.997
1557,OMV.CHX,-3.304,-2.008
1558,OMV.CHY,4.856,4.349
1559,OMV.CHZ,5.818,0.539
1560,OMV.CIA,-2.845,-2.044
1561,OMV.CIB,-5.121,-0.736
1562,OMV.CIC,-2.48,0.521
1563,OMV.CID,5.368,3.583
1564,OMV.CIE,2.082,-5.151
1565,OMV.CIF,-6.248,-1.682
1566,OMV.CIG,-1.506,-6.533
1567,OMV.CIH,-2.487,-3.421
1568,OMV.CII,-3.927,4.838
1569,OMV.CIJ,-9.225,-1.569
1570,OMV.CIK,-8.242,-0.29
1571,OMV.CIL,-5.329,-1.985
1572,OMV.CIM,-4.768,-3.007
1573,OMV.CIN,0.689,-4.801
1574,OMV.CIO,1.989,-6.487
1575,OMV.CIP,-6.277,1.577
1576,OMV.CIQ,0.3,-5.037
1577,OMV.CIR,3.371,-0.115
1578,OMV.CIS,-8.022,-0.649
1579,OMV.CIT,-4.075,-3.411
1580,OMV.CIU,0.056,0.895
1581,OMV.CIV,-0.045,4.658
1582,OMV.CIW,-6.732,-3.714
1583,OMV.CIX,3.787,0.801
1584,OMV.CIY,-4.902,0.312
1585,OMV.CIZ,-3.992,0.708
1586,OMV.CJA,4.946,4.058
1587,OMV.CJB,0.858,-4.436
1588,OMV.CJC,-0.076,-0.869
1589,OMV.CJD,1.373,1.515
1590,OMV.CJE,-1.734,1.013
1591,OMV.CJF,-5.345,1.96
1592,OMV.CJG,-2.969,-7.066
1593,OMV.CJH,-0.951,4.261
1594,OMV.CJI,-0.793,-0.231
1595,OMV.CJJ,-6.869,-5.024
1596,OMV.CJK,-4.84,1.665
1597,OMV.CJL,-0.199,0.117
1598,OMV.CJM,-4.208,1.528
1599,OMV.CJN,2.533,-3.564
1600,OMV.CJO,-5.213,3.735
1601,OMV.CJP,0.464,-1.655
1602,OMV.CJQ,1.751,-6.116
1603,OMV.CJR,-7.674,-4.787
1604,OMV.CJS,-4.664,-1.215
1605,OMV.CJT,6.349,-0.234
1606,OMV.CJU,-5.346,-0.123
1607,OMV.CJV,0.143,-1.007
1608,OMV.CJW,0.715,5.142
1609,OMV.CJX,-5.341,0.341
1610,OMV.CJY,-5.603,-2.057
1611,OMV.CJZ,4.781,4.623
1612,OMV.CKA,3.083,-2.262
1613,OMV.CKB,0.269,-5.482
1614,OMV.CKC,3.565,-3.007
1615,OMV.CKD,1.379,1.975
1616,OMV.CKE,-3.114,1.817
1617,OMV.CKF,-1.804,-4.504
1618,OMV.CKG,1.772,-4.508
1619,OMV.CKH,-5.882,1.812
1620,OMV.CKI,-0.035,-6.925
1621,OMV.CKJ,5.65,5.735
1622,OMV.CKK,7.16,2.766
1623,OMV.CKL,-3.843,4.095
1624,OMV.CKM,2.561,1.285
1625,OMV.CKN,1.618,2.299
1626,OMV.CKO,2.251,-5.243
1627,OMV.CKP,-3.335,1.483
1628,OMV.CKQ,3.28,3.643
1629,OMV.CKR,-8.906,-1.291
1630,OMV.CKS,5.959,3.468
1631,OMV.CKT,-4.065,3.529
1632,OMV.CKU,0.46,2.511
1633,OMV.CKV,-6.424,-2.273
1634,OMV.CKW,3.069,-5.057
1635,OMV.CKX,-9.345,-1.731
1636,OMV.CKY,3.435,5.169
1637,OMV.CKZ,-5.864,-2.13
1638,OMV.CLA,-0.959,-1.292
1639,OMV.CLB,-4.073,3.302
1640,OMV.CLC,-0.112,-0.628
1641,OMV.CLD,0.111,-3.769
1642,OMV.CLE,0.37,-5.309
1643,OMV.CLF,-6.892,2.165
1644,OMV.CLG,1.889,0.749
1645,OMV.CLH,7.839,1.928
1646,OMV.CLI,-8.825,-2.959
1647,OMV.CLJ,3.618,-1.654
1648,OMV.CLK,7.282,1.305
1649,OMV.CLL,5.598,-1.179
1650,OMV.CLM,-8.998,-3.785
1651,OMV.CLN,6.362,4.155
1652,OMV.CLO,0.318,-1.111
1653,OMV.CLP,-5.603,0.721
1654,OMV.CLQ,-2.527,-3.618
1655,OMV.CLR,-3.324,-4.79
1656,OMV.CLS,-3.848,2.939
1657,OMV.CLT,-1.257,1.428
1658,OMV.CLU,-2.725,3.674
1659,OMV.CLV,-0.135,-6.173
1660,OMV.CLW,-0.63,5.007
1661,OMV.CLX,-7.201,-0.432
1662,OMV.CLY,-8.299,-1.645
1663,OMV.CLZ,-5.128,2.759
1664,OMV.CMA,-3.344,3.803
1665,OMV.CMB,2.661,3.774
1666,OMV.CMC,0.514,4.1
1667,OMV.CMD,2.76,-1.61
1668,OMV.CME,-4.279,-3.755
1669,OMV.CMF,-6.299,-4.198
1670,OMV.CMG,3.719,3.323
1671,OMV.CMH,-2.483,2.144
1672,OMV.CMI,-5.099,2.511
1673,OMV.CMJ,-3.948,2.998
1674,OMV.CMK,3.695,5.949
1675,OMV.CML,-3.948,-2.79
1676,OMV.CMM,-6.255,1.193
1677,OMV.CMN,-8.478,0.542
1678,OMV.CMO,6.007,5.525
1679,OMV.CMP,2.416,0.675
1680,OMV.CMQ,-1.773,-3.071
1681,OMV.CMR,-4.919,1.941
1682,OMV.CMS,-0.206,-5.899
1683,OMV.CMT,-8.757,-0.684
1684,OMV.CMU,-8.351,-4.392
1685,OMV.CMV,-1.328,-1.076
1686,OMV.CMW,7.278,1.075
1687,OMV.CMX,2.218,2.645
1688,OMV.CMY,3.181,-5.331
1689,OMV.CMZ,4.632,-1.315
1690,OMV.CNA,0.864,-0.505
1691,OMV.CNB,1.551,-0.904
1692,OMV.CNC,-7.129,0.915
1693,OMV.CND,6.851,1.093
1694,OMV.CNE,-2.319,-1.193
1695,OMV.CNF,0.825,1.14
1696,OMV.CNG,-4.43,-6.021
1697,OMV.CNH,2.471,-4.439
1698,OMV.CNI,-2.757,-3.924
1699,OMV.CNJ,2.026,-0.487
1700,OMV.CNK,2.418,2.526
1701,OMV.CNL,4.084,-3.311
1702,OMV.CNM,-2.083,-0.405
1703,OMV.CNN,-0.609,-3.812
1704,OMV.CNO,-6.108,-0.143
1705,OMV.CNP,2.583,1.735
1706,OMV.CNQ,-1.937,3.678
1707,OMV.CNR,-6.681,-4.146
1708,OMV.CNS,-2.265,-0.994
1709,OMV.CNT,-1.899,1.108
1710,OMV.CNU,1.315,-4.009
1711,OMV.CNV,5.628,5.284
1712,OMV.CNW,-7.766,-5.196
1713,OMV.CNX,1.484,2.837
1714,OMV.CNY,-3.574,0.233
1715,OMV.CNZ,-9.144,-3.005
1716,OMV.COA,-5.119,3.68
1717,OMV.COB,4.59,5.888
1718,OMV.COC,2.516,1.543
1719,OMV.COD,-2.034,-1.362
1720,OMV.COE,3.528,6.046
1721,OMV.COF,-2.962,-2.893
1722,OMV.COG,5.112,1.647
1723,OMV.COH,-8.036,-2.261
1724,OMV.COI,3.729,2.455
1725,OMV.COJ,6.721,3.487
1726,OMV.COK,1.636,3.214
1727,OMV.COL,-3.134,-6.507
1728,OMV.COM,-7.154,-5.094
1729,OMV.CON,1.621,-6.735
1730,OMV.COO,-6.101,-0.378
1731,OMV.COP,6.095,2.23
1732,OMV.COQ,-1.055,-6.34
1733,OMV.COR,0.621,-0.13
1734,OMV.COS,-2.712,-2.584
1735,OMV.COT,-6.729,2.766
1736,OMV.COU,-4.811,-3.445
1737,OMV.COV,5.481,0.273
1738,OMV.COW,1.016,-1.527
1739,OMV.COX,-4.107,1.701
1740,OMV.COY,-3.672,2.84
1741,OMV.COZ,-3.731,3.798
1742,OMV.CPA,-0.33,-4.9
1743,OMV.CPB,0.445,-3.269
1744,OMV.CPC,-8.57,-1.95
1745,OMV.CPD,-1.795,2.669
1746,OMV.CPE,-2.951,-3.603
1747,OMV.CPF,-1.073,-0.993
1748,OMV.CPG,-9.252,-3.636
1749,OMV.CPH,-6.302,-6.048
1750,OMV.CPI,3.084,-0.179
1751,OMV.CPJ,-0.33,-6.522
1752,OMV.CPK,4.853,2.727
1753,OMV.CPL,-1.063,-2.852
1754,OMV.CPM,-0.082,2.596
1755,OMV.CPN,-2.938,-6.69
1756,OMV.CPO,-4.718,-0.02
1757,OMV.CPP,-1.314,-5.021
1758,OMV.CPQ,1.162,0.017
1759,OMV.CPR,-0.456,-5.29
1760,OMV.CPS,-7.718,-0.133
1761,OMV.CPT,3.103,4.903
1762,OMV.CPU,-3.344,1.025
1763,OMV.CPV,-4.535,-4.184
1764,OMV.CPW,-1.487,-4.92
1765,OMV.CPX,-5.574,-4.389
1766,OMV.CPY,2.88,5.731
1767,OMV.CPZ,4.887,-2.159
1768,OMV.CQA,-7.314,-4.994
1769,OMV.CQB,-1.78,-6.047
1770,OMV.CQC,0.862,3.901
1771,OMV.CQD,-5.791,-0.79
1772,OMV.CQE,4.457,-1.212
1773,OMV.CQF,4.3,1.89
1774,OMV.CQG,-4.149,-3.136
1775,OMV.CQH,1.75,-1.484
1776,OMV.CQI,-4.332,-1.408
1777,OMV.CQJ,2.791,-0.702
1778,OMV.CQK,-7.374,-0.333
1779,OMV.CQL,-7.98,1.41
1780,OMV.CQM,2.528,-5.181
1781,OMV.CQN,-2.119,-5.246
1782,OMV.CQO,-7.811,2.006
1783,OMV.CQP,5.55,-0.23
1784,OMV.CQQ,-5.626,-6.214
1785,OMV.CQR,4.114,-0.085
1786,OMV.CQS,-7.863,-4.213
1787,OMV.CQT,-6.829,2.593
1788,OMV.CQU,-4.394,-2.762
1789,OMV.CQV,3.239,1.125
1790,OMV.CQW,-3.593,-4.155
1791,OMV.CQX,-8.24,0.172
1792,OMV.CQY,4.461,-3.068
1793,OMV.CQZ,4.015,5.299
1794,OMV.CRA,1.289,2.951
1795,OMV.CRB,-0.479,-3.193
1796,OMV.CRC,-8.227,-3.307
1797,OMV.CRD,-4.44,2.59
1798,OMV.CRE,-5.806,-5.183
1799,OMV.CRF,-0.334,4.596
1800,OMV.CRG,-1.607,1.633
1801,OMV.CRH,-7.834,-1.915
1802,OMV.CRI,-8.785,0.027
1803,OMV.CRJ,-9.526,-2.106
1804,OMV.CRK,0.955,-1.714
1805,OMV.CRL,1.434,-5.468
1806,OMV.CRM,-7.188,1.182
1807,OMV.CRN,-5.394,1.062
1808,OMV.CRO,-0.329,3.436
1809,OMV.CRP,-8.066,0.072
1810,OMV.CRQ,-0.78,5.735
1811,OMV.CRR,6.831,4.116
1812,OMV.CRS,0.586,-0.573
1813,OMV.CRT,-5.096,4.361
1814,OMV.CRU,2.427,-5.354
1815,OMV.CRV,3.281,4.802
1816,OMV.CRW,-1.231,6.046
1817,OMV.CRX,-1.045,-4.494
1818,OMV.CRY,-2.134,3.098
1819,OMV.CRZ,-7.003,-2.862
1820,OMV.CSA,-2.206,-2.185
1821,OMV.CSB,0.927,-3.55
1822,OMV.CSC,1.77,0.59
1823,OMV.CSD,-3.833,0.616
1824,OMV.CSE,0.944,2.458
1825,OMV.CSF,-7.546,-3.009
1826,OMV.CSG,7.361,3.112
1827,OMV.CSH,-0.565,3.341
1828,OMV.CSI,4.936,2.908
1829,OMV.CSJ,0.313,-2.266
1830,OMV.CSK,1.728,3.854
1831,OMV.CSL,-3.272,0.752
1832,OMV.CSM,5.928,0.244
1833,OMV.CSN,-6.028,-2.506
1834,OMV.CSO,0.516,-3.074
1835,OMV.CSP,-1.724,-4.319
1836,OMV.CSQ,-0.564,-0.132
1837,OMV.CSR,-1.66,-6.44
1838,OMV.CSS,5.738,1.05
1839,OMV.CST,2.661,5.395
1840,OMV.CSU,-3.155,-0.243
1841,OMV.CSV,5.966,5.084
1842,OMV.CSW,1.829,4.72
1843,OMV.CSX,-2.972,-1.97
1844,OMV.CSY,1.61,4.389
1845,OMV.CSZ,1.269,1.808
1846,OMV.CTA,-4.873,3.305
1847,OMV.CTB,5.617,4.596
1848,OMV.CTC,5.826,5.169
1849,OMV.CTD,-2.556,0.798
1850,OMV.CTE,-4.582,1.284
1851,OMV.CTF,-7.058,-4.914
1852,OMV.CTG,-8.092,-2.46
1853,OMV.CTH,1.759,2.911
1854,OMV.CTI,3.752,-2.422
1855,OMV.CTJ,5.39,4.495
1856,OMV.CTK,-4.484,-4.098
1857,OMV.CTL,-3.293,-2.477
1858,OMV.CTM,0.715,-5.511
1859,OMV.CTN,2.098,-0.761
1860,OMV.CTO,1.772,-2.191
1861,OMV.CTP,-4.37,-1.618
1862,OMV.CTQ,0.615,-2.905
1863,OMV.CTR,-7.47,-4.674
1864,OMV.CTS,0.028,5.311
1865,OMV.CTT,-0.735,4.598
1866,OMV.CTU,5.164,2.08
1867,OMV.CTV,-3.128,-2.574
1868,OMV.CTW,-4.208,-1.25
1869,OMV.CTX,-1.183,3.24
1870,OMV.CTY,-0.523,3.78
1871,OMV.CTZ,5.576,4.155
1872,OMV.CUA,5.885,0.964
1873,OMV.CUB,4.708,3.736
1874,OMV.CUC,-6.68,-3.513
1875,OMV.CUD,1.005,-2.207
1876,OMV.CUE,-4.07,4.461
1877,OMV.CUF,4.469,1.316
1878,OMV.CUG,0.556,-6.576
1879,OMV.CUH,3.075,0.521
1880,OMV.CUI,6.317,4.881
1881,OMV.CUJ,-2.326,-6.78
1882,OMV.CUK,-0.583,-1.742
1883,OMV.CUL,5.719,-1.024
1884,OMV.CUM,0.965,3.834
1885,OMV.CUN,5.27,-1.225
1886,OMV.CUO,1.465,-4.328
1887,OMV.CUP,4.375,-3.249
1888,OMV.CUQ,-2.792,-5.317
1889,OMV.CUR,-4.115,0.081
1890,OMV.CUS,-0.192,-0.346
1891,OMV.CUT,-0.171,5.196
1892,OMV.CUU,-0.732,2.727
1893,OMV.CUV,-4.079,4.926
1894,OMV.CUW,-2.879,-4.571
1895,OMV.CUX,-0.465,-7.137
1896,OMV.CUY,2.633,1.475
1897,OMV.CUZ,-4.695,-6.056
1898,OMV.CVA,-1.441,4.778
1899,OMV.CVB,3.556,2.789
1900,OMV.CVC,1.566,3.486
1901,OMV.CVD,-0.083,-3.648
1902,OMV.CVE,-3.965,-4.864
1903,OMV.CVF,-1.271,-2.962
1904,OMV.CVG,-4.794,-6.234
1905,OMV.CVH,-6.654,-3.066
1906,OMV.CVI,-3.761,1.5
1907,OMV.CVJ,-0.177,-5.453
1908,OMV.CVK,1.477,-6.188
1909,OMV.CVL,-0.722,-5.135
1910,OMV.CVM,3.279,-1.913
1911,OMV.CVN,1.369,-0.566
1912,OMV.CVO,1.521,4.211
1913,OMV.CVP,0.816,-2.56
1914,OMV.CVQ,-7.612,-5.57
1915,OMV.CVR,-2.197,-2.422
1916,OMV.CVS,7.779,1.705
1917,OMV.CVT,5.999,-0.03
1918,OMV.CVU,7.373,1.251
1919,OMV.CVV,-0.393,-4.632
1920,OMV.CVW,-1.63,1.184
1921,OMV.CVX,1.078,-0.86
1922,OMV.CVY,4.397,3.686
1923,OMV.CVZ,4.374,-0.469
1924,OMV.CWA,-0.624,-5.424
1925,OMV.CWB,-7.452,1.099
1926,OMV.CWC,3.122,2.579
1927,OMV.CWD,-1.53,1.356
1928,OMV.CWE,4.95,4.521
1929,OMV.CWF,-4.25,-0.533
1930,OMV.CWG,2.59,4.048
1931,OMV.CWH,0.049,-4.659
1932,OMV.CWI,-1.515,-2.588
1933,OMV.CWJ,-2.247,-5.402
1934,OMV.CWK,0.182,-6.821
1935,OMV.CWL,-6.759,-5.551
1936,OMV.CWM,-1.444,-0.314
1937,OMV.CWN,-5.546,-1.165
1938,OMV.CWO,4.69,0.504
1939,OMV.CWP,2.365,3.484
1940,OMV.CWQ,4.283,3.29
1941,OMV.CWR,1.852,0.337
1942,OMV.CWS,5.976,4.033
1943,OMV.CWT,-5.054,3.873
1944,OMV.CWU,-2.175,2.196
1945,OMV.CWV,-2.895,-2.247
1946,OMV.CWW,-1.611,5.803
1947,OMV.CWX,-0.076,-2.502
1948,OMV.CWY,2.149,3.379
1949,OMV.CWZ,5.288,-0.077
1950,OMV.CXA,-2.052,-6.186
1951,OMV.CXB,5.927,1.171
1952,OMV.CXC,-7.625,-3.426
1953,OMV.CXD,-1.963,-3.262
1954,OMV.CXE,-4.763,-0.695
1955,OMV.CXF,1.549,-1.827
1956,OMV.CXG,1.578,-6.015
1957,OMV.CXH,-0.408,-6.245
1958,OMV.CXI,1.417,0.332
1959,OMV.CXJ,6.813,3.664
1960,OMV.CXK,0.571,1.752
1961,OMV.CXL,-2.495,-5.027
1962,OMV.CXM,-4.445,-0.88
1963,OMV.CXN,-5.057,0.866
1964,OMV.CXO,-4.331,3.926
1965,OMV.CXP,-5.361,-3.587
1966,OMV.CXQ,-1.722,5.396
1967,OMV.CXR,-0.128,4.939
1968,OMV.CXS,-9.475,-3.738
1969,OMV.CXT,-2.971,-0.35
1970,OMV.CXU,1.599,1.152
1971,OMV.CXV,-7.571,0.478
1972,OMV.CXW,2.415,1.37
1973,OMV.CXX,-8.51,0.097
1974,OMV.CXY,-6.617,-1.937
1975,OMV.CXZ,-3.386,-3.256
1976,OMV.CYA,0.96,-3.107
1977,OMV.CYB,-4.509,-1.768
1978,OMV.CYC,-6.079,1.46
1979,OMV.CYD,7.376,2.408
1980,OMV.CYE,1.804,-4.067
1981,OMV.CYF,0.24,-3.15
1982,OMV.CYG,7.166,3.921
1983,OMV.CYH,2.854,5.281
1984,OMV.CYI,3.406,4.265
1985,OMV.CYJ,2.782,5.556
1986,OMV.CYK,3.295,-2.386
1987,OMV.CYL,-6.153,3.354
1988,OMV.CYM,-2.005,0.939
1989,OMV.CYN,2.014,3.454
1990,OMV.CYO,2.018,3.917
1991,OMV.CYP,-6.487,-2.7
1992,OMV.CYQ,-2.638,-0.544
1993,OMV.CYR,-5.422,-1.236
1994,OMV.CYS,1.83,1.943
1995,OMV.CYT,3.537,-4.157
1996,OMV.CYU,-7.264,-1.786
1997,OMV.CYV,7.079,2.57
1998,OMV.CYW,5.814,-0.848
1999,OMV.CYX,-6.245,-0.757
2000,OMV.CYY,-0.491,0.751
2001,OMV.CYZ,-1.184,-7.18
2002,OMV.CZA,-4.723,3.446
2003,OMV.CZB,-6.092,-4.088
2004,OMV.CZC,-0.724,-2.819
2005,OMV.CZD,-2.196,3.366
2006,OMV.CZE,-1.866,4.331
2007,OMV.CZF,-5.206,-1.363
2008,OMV.CZG,-1.351,5.652
2009,OMV.CZH,-5.719,-1.064
2010,OMV.CZI,-1.595,-3.93
2011,OMV.CZJ,-3.389,-5.429
2012,OMV.CZK,1.934,-2.287
2013,OMV.CZL,7.365,1.488
2014,OMV.CZM,-1.089,0.173
2015,OMV.CZN,0.761,2.104
2016,OMV.CZO,4.595,4.032
2017,OMV.CZP,0.067,-5.827
2018,OMV.CZQ,5.205,-2.577
2019,OMV.CZR,2.296,5.156
2020,OMV.CZS,-8.334,-5.108
2021,OMV.CZT,-2.554,3.806
2022,OMV.CZU,-2.235,5.704
2023,OMV.CZV,-2.426,3.963
2024,OMV.CZW,1.952,-2.759
2025,OMV.CZX,-6.795,-0.901
2026,OMV.CZY,0.689,5.851
2027,OMV.CZZ,-9.075,-4.203
2028,OMV.DAA,-9.133,-2.55
2029,OMV.DAB,0.827,6.002
2030,OMV.DAC,-1.867,-1.92
2031,OMV.DAD,-4.682,-6.286
2032,OMV.DAE,-4.178,3.132
2033,OMV.DAF,-3.556,-2.787
2034,OMV.DAG,-0.845,5.125
2035,OMV.DAH,-6.553,-4.282
2036,OMV.DAI,-7.506,0.208
2037,OMV.DAJ,-0.445,-2.749
2038,OMV.DAK,-1.242,0.262
2039,OMV.DAL,4.908,-0.781
2040,OMV.DAM,5.377,5.662
2041,OMV.DAN,-1.745,-5.234
2042,OMV.DAO,4.736,1.404
2043,OMV.DAP,1.687,-3.065
2044,OMV.DAQ,-7.161,1.628
2045,OMV.DAR,-5.968,-5.317
2046,OMV.DAS,-1.654,-4.128
2047,OMV.DAT,-4.263,-2.144
2048,OMV.DAU,5.166,-0.933
2049,OMV.DAV,-4.842,4.422
2050,OMV.DAW,-6.063,-3.641
2051,OMV.DAX,2.903,1.794
2052,OMV.DAY,-4.725,0.209
2053,OMV.DAZ,6.058,3.637
2054,OMV.DBA,-2.945,-1.06
2055,OMV.DBB,-0.613,-2.651
2056,OMV.DBC,-3.906,-5.128
2057,OMV.DBD,3.75,4.065
2058,OMV.DBE,1.461,1.232
2059,OMV.DBF,-0.544,-0.611
2060,OMV.DBG,-8.566,-2.407
2061,OMV.DBH,-1.639,5.356
2062,OMV.DBI,-6.275,-4.004
2063,OMV.DBJ,2.966,1.048
2064,OMV.DBK,4.234,-1.082
2065,OMV.DBL,2.263,-2.478
2066,OMV.DBM,1.598,-3.941
2067,OMV.DBN,6.719,0.012
2068,OMV.DBO,-7.935,-2.088
2069,OMV.DBP,4.177,2.195
2070,OMV.DBQ,2.646,2.162
2071,OMV.DBR,-3.75,4.735
2072,OMV.DBS,-3.435,-0.311
2073,OMV.DBT,5.276,5.481
2074,OMV.DBU,-9.693,-3.148
2075,OMV.DBV,-6.137,2.189
2076,OMV.DBW,2.89,0.63
2077,OMV.DBX,-5.894,-0.499
2078,OMV.DBY,-5.849,1.095
2079,OMV.DBZ,-5.735,-5.916
2080,OMV.DCA,-5.002,2.917
2081,OMV.DCB,-2.998,-4.733
2082,OMV.DCC,4.178,1.961
2083,OMV.DCD,-6.384,3.028
2084,OMV.DCE,3.655,-3.292
2085,OMV.DCF,-0.599,1.74
2086,OMV.DCG,-5.232,0.967
2087,OMV.DCH,-7.64,-1.566
2088,OMV.DCI,6.069,-0.765
2089,OMV.DCJ,4.889,0.85
2090,OMV.DCK,6.192,0.32
2091,OMV.DCL,-0.276,-7.248
2092,OMV.DCM,-8.467,0.999
2093,OMV.DCN,3.675,-3.535
2094,OMV.DCO,6.663,1.898
2095,OMV.DCP,-2.427,-5.535
2096,OMV.DCQ,-6.526,-1.288
2097,OMV.DCR,-0.907,2.846
2098,OMV.DCS,-0.299,5.038
2099,OMV.DCT,-6.652,-2.141
2100,OMV.DCU,-3.879,-3.757
2101,OMV.DCV,-4.971,2.204
2102,OMV.DCW,4.976,-1.979
2103,OMV.DCX,-7.778,1.755
2104,OMV.DCY,-2.488,1.684
2105,OMV.DCZ,-2.581,0.349
2106,OMV.DDA,-5.51,2.52
2107,OMV.DDB,5.659,5.034
2108,OMV.DDC,4.469,-0.062
2109,OMV.DDD,1.266,3.199
2110,OMV.DDE,-0.47,-3.892
2111,OMV.DDF,3.688,0.628
2112,OMV.DDG,-4.157,-5.912
2113,OMV.DDH,3.872,-2.955
2114,OMV.DDI,-5.155,-0.466
2115,OMV.DDJ,-8.037,-4.575
2116,OMV.DDK,-4.46,0.287
2117,OMV.DDL,4.902,-1.936
2118,OMV.DDM,0.013,-1.159
2119,OMV.DDN,5.252,2.26
2120,OMV.DDO,-0.224,4.068
2121,OMV.DDP,-7.572,-4.614
2122,OMV.DDQ,2.03,-3.73
2123,OMV.DDR,-1.097,5.271
2124,OMV.DDS,-3.165,4.394
2125,OMV.DDT,-3.221,1.648
2126,OMV.DDU,-1.88,5.034
2127,OMV.DDV,3.395,5.433
