station,X,Y
OMV.FKB,-0.073,3.048
OMV.FKC,1.857,-2.009
OMV.FKD,-2.782,-2.775
OMV.FKI,3.994,-0.71
OMV.FKK,-0.292,-4.46
OMV.FKO,2.009,3.215
OMV.FKP,1.169,-2.303
OMV.FKQ,-1.821,1.99
OMV.FKS,1.772,-3.345
OMV.FKY,-1.645,2.35
OMV.FKZ,-1.443,-2.862
OMV.FLC,-2.46,-0.185
OMV.FLE,-3.901,-1.197
OMV.FLG,2.995,-0.358
OMV.FLH,3.862,0.293
OMV.FLK,0.19,0.353
OMV.FLM,0.744,-2.286
OMV.FLO,-3.938,3.918
OMV.FLP,-1.736,-1.765
OMV.FLS,0.543,-2.631
OMV.FLT,-0.726,4.361
OMV.FLW,3.698,1.324
OMV.FLZ,-3.329,-0.141
OMV.FMA,3.638,-0.965
OMV.FMC,3.46,-0.398
OMV.FMD,3.247,2.042
OMV.FME,3.25,0.419
OMV.FMH,-1.67,1.901
OMV.FMJ,2.0,1.844
OMV.FMK,-1.881,2.487
OMV.FMN,3.84,-0.157
OMV.FMP,-2.779,-3.703
OMV.FMR,-0.864,-1.116
OMV.FMU,3.604,4.151
OMV.FMW,-0.998,-0.807
OMV.FMY,-3.767,-1.285
OMV.FMZ,-1.985,-3.002
OMV.FNC,-3.003,2.907
OMV.FNE,0.476,1.576
OMV.FNH,1.242,-1.423
OMV.FNI,-0.315,0.648
OMV.FNN,-3.823,1.792
OMV.FNQ,-2.576,2.197
OMV.FNS,3.6,1.833
OMV.FNT,-3.139,0.674
OMV.FNV,0.212,-0.817
OMV.FNW,2.474,-0.517
OMV.FNY,-1.522,-3.742
OMV.FOA,-1.515,0.19
OMV.FOB,1.95,-1.833
OMV.FOC,-1.787,-0.576
OMV.FOE,-2.235,2.926
OMV.FOM,-0.236,2.223
OMV.FON,2.112,-3.989
OMV.FOQ,0.729,-3.898
OMV.FOS,-1.487,-2.142
OMV.FOU,1.521,-1.35
OMV.FOV,2.738,2.34
OMV.FOW,-0.019,-0.451
OMV.FOY,2.413,-3.724
OMV.FPA,-3.134,-1.412
OMV.FPB,3.3,-2.158
OMV.FPL,4.257,-3.876
OMV.FPM,2.324,0.497
OMV.FPP,3.953,-3.928
OMV.FPQ,-0.191,-1.508
OMV.FPT,1.838,-2.925
OMV.FPZ,-3.638,-3.434
OMV.FQC,-3.554,3.926
OMV.FQG,-0.491,-0.87
OMV.FQH,-4.021,-4.137
OMV.FQJ,-3.434,1.309
OMV.FQK,0.14,-3.322
OMV.FQL,2.117,4.328
OMV.FQO,1.858,3.55
OMV.FQQ,-1.717,-2.934
OMV.FQS,3.485,3.06
OMV.FQT,-3.685,-4.333
OMV.FQV,1.083,-0.168
OMV.FQX,2.367,2.081
OMV.FQY,4.191,-1.984
OMV.FRD,1.698,-2.612
OMV.FRG,-0.355,0.208
OMV.FRK,1.153,2.802
OMV.FRR,-0.478,2.364
OMV.FRS,2.587,-1.509
OMV.FRT,0.983,4.064
OMV.FRV,2.703,-4.131
OMV.FRX,4.144,0.823
OMV.FSA,4.222,2.864
OMV.FSB,2.925,2.694
OMV.FSE,4.339,-0.912
OMV.FSG,0.435,-1.12
OMV.FSI,0.657,-3.625
OMV.FSK,0.068,-3.049
OMV.FSM,2.069,-1.207
OMV.FSN,4.186,-0.359
OMV.FSO,1.308,0.164
OMV.FSP,2.854,-3.518
OMV.FSQ,-4.462,3.297
OMV.FSR,-3.301,3.084
OMV.FSU,-2.102,1.922
OMV.FSV,-2.524,2.863
OMV.FSW,0.997,2.198
OMV.FSY,-0.421,4.415
OMV.FTB,4.067,-3.764
OMV.FTC,0.551,0.606
OMV.FTD,0.233,-1.292
OMV.FTE,-2.829,-0.896
OMV.FTF,1.878,2.842
OMV.FTG,1.874,4.006
OMV.FTI,-0.925,-3.164
OMV.FTL,-0.081,1.669
OMV.FTO,-1.544,3.912
OMV.FTS,-2.624,-4.488
OMV.FTW,-2.257,0.855
OMV.FTY,-1.3,-3.409
OMV.FUA,-1.275,3.755
OMV.FUB,-2.831,2.578
OMV.FUD,0.105,2.488
OMV.FUF,2.444,1.816
OMV.FUI,2.342,-1.135
OMV.FUN,-1.357,-1.523
OMV.FUP,-3.2,-2.301
OMV.FUQ,4.134,-0.792
OMV.FUR,-1.855,-1.464
OMV.FUX,4.451,-1.904
OMV.FUY,-1.233,-3.647
OMV.FVA,3.41,0.325
OMV.FVB,-1.457,1.601
OMV.FVC,1.907,0.048
OMV.FVG,3.148,-3.458
OMV.FVJ,3.949,-1.611
OMV.FVK,2.954,4.298
OMV.FVL,-0.801,1.388
OMV.FVN,0.343,4.442
OMV.FVU,-0.292,1.097
OMV.FVZ,2.227,-2.92
OMV.FWB,-0.143,0.547
OMV.FWD,4.122,4.312
OMV.FWE,0.343,1.422
OMV.FWF,4.045,1.808
OMV.FWG,3.735,-1.022
OMV.FWI,0.01,-3.941
OMV.FWK,1.491,2.141
OMV.FWL,2.741,-2.526
OMV.FWM,3.488,0.511
OMV.FWO,-1.346,-3.15
OMV.FWP,-2.422,1.414
OMV.FWQ,-2.347,1.834
OMV.FWR,-2.782,2.781
OMV.FWU,1.913,-3.905
OMV.FWV,3.78,2.889
OMV.FWW,2.618,-2.222
OMV.FXA,-0.662,-1.928
OMV.FXI,3.095,-3.196
OMV.FXK,4.26,0.982
OMV.FXL,2.515,-1.236
OMV.FXM,0.489,0.873
OMV.FXU,-2.017,-3.456
OMV.FXZ,2.645,-0.617
OMV.FYC,-3.589,-0.659
OMV.FYD,2.603,2.881
OMV.FYF,-3.027,0.377
OMV.FYH,-1.301,2.145
OMV.FYN,0.644,-4.08
OMV.FYR,-4.322,-3.035
OMV.FYT,2.359,2.761
OMV.FYU,-0.819,0.247
OMV.FYV,1.933,0.725
OMV.FYW,-4.141,3.562
OMV.FYZ,-3.099,-2.128
OMV.FZD,1.24,-3.734
OMV.FZJ,-4.493,-4.325
OMV.FZN,0.801,-4.172
OMV.FZO,2.502,2.709
OMV.FZR,-0.435,1.645
OMV.FZT,1.492,2.604
OMV.FZU,-3.629,-1.821
OMV.FZY,-1.119,-1.893
OMV.FZZ,3.831,1.469
OMV.GAA,3.83,3.091
OMV.GAB,-0.529,-2.469
OMV.GAC,3.768,0.116
OMV.GAD,2.81,3.917
OMV.GAH,2.527,1.073
OMV.GAJ,3.525,-2.282
OMV.GAK,-0.725,-0.039
OMV.GAM,-2.3,-2.13
OMV.GAO,3.339,2.908
OMV.GAP,-0.707,2.267
OMV.GAQ,-3.971,-1.384
OMV.GAR,2.877,2.953
OMV.GAW,-2.181,-0.58
OMV.GAX,-3.156,-3.02
OMV.GAY,3.213,-2.818
OMV.GAZ,-0.838,0.953
OMV.GBC,-1.903,3.891
OMV.GBE,-4.339,2.994
OMV.GBF,-0.053,3.969
OMV.GBH,1.652,-0.731
OMV.GBK,2.997,0.104
OMV.GBN,4.289,-0.188
OMV.GBP,3.208,-0.483
OMV.GBQ,-1.528,-3.044
OMV.GBU,-0.169,3.342
OMV.GBV,-2.975,-1.505
OMV.GBW,0.659,-0.847
OMV.GBY,3.476,1.676
OMV.GBZ,-3.128,2.983
OMV.GCB,3.85,0.532
OMV.GCF,1.435,-3.848
OMV.GCG,-1.773,-3.826
OMV.GCJ,1.304,2.248
OMV.GCK,-2.903,4.01
OMV.GCM,-1.467,-1.69
OMV.GCN,3.494,0.043
OMV.GCO,2.028,-1.646
OMV.GCQ,0.49,-3.527
OMV.GCR,-4.064,0.982
OMV.GCT,3.1,-1.115
OMV.GCV,3.065,1.684
OMV.GCY,-2.981,3.592
OMV.GDA,2.76,1.657
OMV.GDD,-1.789,2.897
OMV.GDE,-4.427,2.814
OMV.GDI,-4.456,-0.411
OMV.GDJ,-4.108,-0.613
OMV.GDK,-1.299,-1.788
OMV.GDL,-0.801,2.553
OMV.GDM,-2.408,0.248
OMV.GDT,-0.003,0.003
OMV.GDU,-3.409,-3.799
OMV.GDW,-4.139,4.037
OMV.GDX,-1.242,-2.516
OMV.GDY,-0.43,2.103
OMV.GDZ,1.726,-4.252
OMV.GED,-3.91,-2.349
OMV.GEE,-2.266,-3.56
OMV.GEF,-3.777,-0.819
OMV.GEK,0.386,3.482
OMV.GEL,3.165,0.005
OMV.GEM,2.585,-3.361
OMV.GEN,-1.933,-2.113
OMV.GEO,-0.437,1.182
OMV.GEP,1.009,-3.367
OMV.GEQ,-3.079,0.871
OMV.GER,-3.732,1.946
OMV.GES,4.252,-3.41
OMV.GEU,-1.228,-0.671
OMV.GEW,-2.944,2.181
OMV.GEY,-4.048,-2.963
OMV.GEZ,2.091,0.402
OMV.GFB,2.691,1.927
OMV.GFH,1.145,-1.599
OMV.GFJ,3.248,-1.201
OMV.GFL,-3.171,3.703
OMV.GFO,-1.332,4.484
OMV.GFT,-3.383,1.743
OMV.GFW,1.333,-2.864
OMV.GFX,0.383,-0.916
OMV.GGA,2.054,-2.819
OMV.GGB,2.514,-1.93
OMV.GGD,4.298,-1.352
OMV.GGE,1.259,-0.734
OMV.GGM,-4.328,0.904
OMV.GGN,-3.122,0.201
OMV.GGP,-2.228,4.08
OMV.GGR,2.4,-2.976
OMV.GGT,-3.272,3.53
OMV.GGV,3.463,4.0
OMV.GGW,1.315,1.317
OMV.GGZ,1.964,3.025
OMV.GHA,-1.198,2.321
OMV.GHB,3.67,1.093
OMV.GHF,-3.951,1.125
OMV.GHG,-1.89,2.724
OMV.GHM,1.218,-4.184
OMV.GHO,-1.414,-1.953
OMV.GHP,-2.826,2.344
OMV.GHQ,-0.982,1.5
OMV.GHR,-3.444,-1.927
OMV.GHV,-4.221,-2.862
OMV.GHW,3.246,0.19
OMV.GHY,-1.416,2.911
OMV.GHZ,-1.069,-2.617
OMV.GIB,0.65,2.632
OMV.GIC,-3.632,2.119
OMV.GIF,-2.124,-3.855
OMV.GIM,2.746,-2.066
OMV.GIO,-3.588,2.556
OMV.GIP,-0.153,-3.383
OMV.GIS,0.182,3.601
OMV.GIT,-3.488,-0.511
OMV.GIU,-3.895,-0.274
OMV.GJB,0.465,-0.502
OMV.GJE,0.211,-4.291
OMV.GJG,2.383,-3.243
OMV.GJK,-1.074,3.011
OMV.GJL,-3.25,0.507
OMV.GJO,4.484,4.095
OMV.GJQ,0.186,2.21
OMV.GJR,-3.07,-3.997
OMV.GJT,0.29,0.063
OMV.GJU,4.01,-2.804
OMV.GJX,1.642,-1.652
OMV.GJZ,-0.946,2.174
OMV.GKA,3.849,2.385
OMV.GKB,3.569,2.55
OMV.GKC,-2.307,-2.358
OMV.GKD,3.021,3.562
OMV.GKE,2.501,-0.07
OMV.GKG,-0.651,2.002
OMV.GKH,-1.875,-0.757
OMV.GKJ,1.966,0.937
OMV.GKK,1.637,-0.491
OMV.GKM,-1.717,-0.156
OMV.GKO,-1.421,2.219
OMV.GKP,-3.966,-0.687
OMV.GKQ,-4.278,-0.277
OMV.GKR,-3.442,-4.243
OMV.GKW,-4.091,-4.327
OMV.GKZ,-3.241,-4.36
OMV.GLA,3.468,-0.634
OMV.GLC,1.452,1.7
OMV.GLE,1.557,1.871
OMV.GLF,-3.586,2.324
OMV.GLH,2.455,3.431
OMV.GLI,2.601,-2.675
OMV.GLJ,-0.407,-3.466
OMV.GLM,-3.65,1.69
OMV.GLN,0.169,-2.876
OMV.GLP,-0.966,-1.751
OMV.GLR,-4.436,0.736
OMV.GLT,0.245,4.026
OMV.GLV,2.055,-0.041
OMV.GLW,3.876,0.748
OMV.GLX,-0.04,2.294
OMV.GLY,-2.125,-3.159
OMV.GMD,1.314,3.861
OMV.GMJ,-2.692,-2.828
OMV.GMN,1.861,-3.634
OMV.GMR,-1.463,2.473
OMV.GMS,3.176,2.316
OMV.GMT,-2.314,-4.206
OMV.GMV,-0.282,-0.762
OMV.GPC,4.19,-4.3
OMV.GQJ,4.37,-3.941
OMV.GTU,4.437,-4.216
OMV.GWL,4.086,-4.47
OMV.GYR,4.334,-4.383
OMV.HBH,4.493,-3.799
OMV.HDO,4.293,-4.128
